%time,field.time_from_start,field.base.pose.position.x,field.base.pose.position.y,field.base.pose.position.z,field.base.pose.orientation.x,field.base.pose.orientation.y,field.base.pose.orientation.z,field.base.pose.orientation.w,field.base.twist.linear.x,field.base.twist.linear.y,field.base.twist.linear.z,field.base.twist.angular.x,field.base.twist.angular.y,field.base.twist.angular.z,field.base.accel.linear.x,field.base.accel.linear.y,field.base.accel.linear.z,field.base.accel.angular.x,field.base.accel.angular.y,field.base.accel.angular.z,field.ee_motion0.pos.x,field.ee_motion0.pos.y,field.ee_motion0.pos.z,field.ee_motion0.vel.x,field.ee_motion0.vel.y,field.ee_motion0.vel.z,field.ee_motion0.acc.x,field.ee_motion0.acc.y,field.ee_motion0.acc.z,field.ee_motion1.pos.x,field.ee_motion1.pos.y,field.ee_motion1.pos.z,field.ee_motion1.vel.x,field.ee_motion1.vel.y,field.ee_motion1.vel.z,field.ee_motion1.acc.x,field.ee_motion1.acc.y,field.ee_motion1.acc.z,field.ee_motion2.pos.x,field.ee_motion2.pos.y,field.ee_motion2.pos.z,field.ee_motion2.vel.x,field.ee_motion2.vel.y,field.ee_motion2.vel.z,field.ee_motion2.acc.x,field.ee_motion2.acc.y,field.ee_motion2.acc.z,field.ee_motion3.pos.x,field.ee_motion3.pos.y,field.ee_motion3.pos.z,field.ee_motion3.vel.x,field.ee_motion3.vel.y,field.ee_motion3.vel.z,field.ee_motion3.acc.x,field.ee_motion3.acc.y,field.ee_motion3.acc.z,field.ee_forces0.x,field.ee_forces0.y,field.ee_forces0.z,field.ee_forces1.x,field.ee_forces1.y,field.ee_forces1.z,field.ee_forces2.x,field.ee_forces2.y,field.ee_forces2.z,field.ee_forces3.x,field.ee_forces3.y,field.ee_forces3.z,field.ee_contact0,field.ee_contact1,field.ee_contact2,field.ee_contact3
1962501000,1962499999,0.6566858604786703,0.008066371666434742,0.5978986502991064,-0.0313616888094906,-0.01881068251043949,-0.0542451664131226,0.9978577376657058,0.052473881951658724,-0.3889942333577114,-0.21171605085830164,0.5659303418699112,-0.3580709030119406,0.2079740567359421,-0.385476749101632,-0.9226168462031836,-3.238705210471886,5.249660898600072,4.735820202083596,-2.939492006450772,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9097474063590336,-0.3384979488051331,0.06382310836633777,0.9474153845779998,0.07918727632194,-1.0082635114949672,-2.9273983611723207,-0.24467905715535188,-3.731908413543774,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,90.8771476073025,-71.15732109873059,242.94068731649452,0.0,0.0,0.0,-42.35781490637275,-70.73924037035351,188.76606382322606,-73.52836907200722,69.45224343203556,123.20435707589375,1,0,1,1
1965001000,1964999999,0.6568158400347661,0.00709106315763431,0.5973592087597015,-0.030618782703778352,-0.01921885900974157,-0.05401760942002496,0.9978853759208259,0.05150939995788545,-0.3912283684541724,-0.2198492887265392,0.5794007423640066,-0.3456394689900317,0.20056054316966182,-0.3863478701454275,-0.864524297875036,-3.2677645563280437,5.528190749626705,5.211708854022855,-2.991024505011875,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9121063304339209,-0.3383007842080821,0.06129168970567814,0.9395373686601212,0.07852881263878538,-1.0165104842847539,-3.3750143731306963,-0.2820918893683586,-2.8656698182857454,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,88.81288922511112,-68.49048519684494,233.02115305802863,0.0,0.0,0.0,-41.2007104500471,-68.94509698243182,190.92605558368695,-74.07505316253337,70.22937333562363,127.13732340056197,1,0,1,1
1967501000,1967499999,0.6569434041697227,0.006110351893638085,0.5967993440684687,-0.02985967097979506,-0.019609545321901005,-0.053799170869231645,0.9979125788339527,0.050540947479789766,-0.3933160201816335,-0.2280542710009904,0.5935789732129977,-0.3320004599273085,0.19302035947182478,-0.3886531365596313,-0.8054301510031814,-3.296100735442815,5.815933883318763,5.701875994865217,-3.0408471148651244,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9144441606689759,-0.3381053826853396,0.05874236060865423,0.9305403127123466,0.07777681687509824,-1.0225918605863957,-3.82263038508907,-0.31950472158136534,-1.9994312230277167,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,86.54524065932935,-65.7857233671871,223.06621729523022,0.0,0.0,0.0,-40.00052116784693,-67.1003890164719,193.15646091339516,-74.53367742865147,70.94069918233399,131.1237572595686,1,0,1,1
1970001000,1969999999,0.6570685384756252,0.00512460721286399,0.5962188791242887,-0.029083541768309764,-0.019981169839306978,-0.053589997233428686,0.9979393832526026,0.04956493915394522,-0.395254684543735,-0.2363291897648017,0.6084881349893103,-0.3171182125084824,0.18535763242801817,-0.392392548344243,-0.7453344055876197,-3.3237137478162007,6.112945036252291,6.206294855495599,-3.0890803786861416,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9167580994641241,-0.33791197806710704,0.05618053506648639,0.9204242167346762,0.07693128903087858,-1.0265076403998923,-4.270246397047446,-0.3569175537943723,-1.1331926277696915,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,84.08984616729694,-63.04987279937315,213.09502621439776,0.0,0.0,0.0,-38.75668077941427,-65.20456095880945,195.45712220731474,-74.90105747435337,71.58364013985535,135.16326371242866,1,0,1,1
1972501000,1972499999,0.6571912195811499,0.004134204713720878,0.5956176413458343,-0.028289555971108285,-0.020332115623716566,-0.05339023223114371,0.9979658256671547,0.04857778961692652,-0.39704185754411836,-0.2446722371011199,0.6241514714351198,-0.3009571336716054,0.17757617065122977,-0.39756610549926386,-0.6842370616283504,-3.3506035934481995,6.419284006450465,6.7249360008901435,-3.1358584379615366,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.919045349219291,-0.3377208041835857,0.05361162707039499,0.90918908072711,0.07599222910612641,-1.0282578237252438,-4.717862409005821,-0.394330386007379,-0.26695403251166283,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,81.4623500063537,-60.28977068301916,203.12672600182964,0.0,0.0,0.0,-37.468623004391134,-63.25705729578024,197.8278818604103,-75.17400890363092,72.15561537587644,139.25544781865713,1,0,1,1
1975001000,1974999999,0.6573114151515643,0.003139526254608503,0.5949954626715702,-0.02747684706115858,-0.020660720461673932,-0.05320001738470276,0.9979919416788142,0.047575913505307044,-0.3986750351864237,-0.2530816050930913,0.6405923820988584,-0.2834817072821581,0.16967942947783407,-0.4041738080246926,-0.6221381191253736,-3.3767702723388116,6.735015636377985,7.25776732334103,-3.1813299231272447,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9213031123344014,-0.3375320948649769,0.0510410506116004,0.8968349046896479,0.07495963710084172,-1.0278424105624506,-5.165478420964195,-0.43174321822038575,0.5992845627463659,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,78.6783964338394,-57.512254207741215,193.1804628438244,0.0,0.0,0.0,-36.13578156241937,-61.257322513720084,200.26858226764625,-75.34934732047603,72.65404405808603,143.3999146377691,1,0,1,1
1977501000,1977499999,0.6574290838887281,0.002140959953917506,0.5943521795597532,-0.02664452087097971,-0.02096527692491543,-0.053019492622503966,0.9980177654095491,0.04655572545566103,-0.400151713474292,-0.26155548582386234,0.6578344349033975,-0.264656500818902,0.16167047360408726,-0.4122156559205301,-0.5590375780786903,-3.4022137844880387,7.060209774905497,7.804754039855626,-3.2256588710355234,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9235285912093809,-0.3373460839414819,0.04847421968132297,0.8833616886222897,0.07383351301502453,-1.0252614009115122,-5.613094432922571,-0.4691560504333925,1.465523158004391,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,75.75362970709396,-54.7241605631554,183.27538292668032,0.0,0.0,0.0,-34.757590173140954,-59.20480109896462,202.7790658239867,-75.42388832888054,73.07634535417274,147.59626922927956,1,0,1,1
1980001000,1979999999,0.6575441755310915,0.0011389001900294175,0.5936876329884324,-0.02579165536962648,-0.021244032435915203,-0.05284879692819448,0.9980433288502051,0.04551364010456255,-0.4014693884113639,-0.27009207137658003,0.6759013785903432,-0.24444617206080912,0.15355193739468834,-0.42169164918677593,-0.4949354384882989,-3.426934129895879,7.39494121580634,8.365858693933093,-3.269025669854234,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9257189882441547,-0.33716300524330217,0.04591654827078308,0.8687694325250356,0.07261385684867483,-1.020514794772429,-6.060710444880947,-0.5065688826463994,2.3317617532624197,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,72.70369408345704,-51.93232693887777,173.43063243669593,0.0,0.0,0.0,-33.33348255619791,-57.09893753784968,205.35917492439626,-75.39444753283632,73.4199384318254,151.84411665270355,1,0,1,1
1982501000,1982499999,0.6576566308536967,0.0001337476013166944,0.5930016684554494,-0.024917300428789264,-0.021495189338767928,-0.05268806903939812,0.9980686611428753,0.04444607208858514,-0.40262555600128025,-0.27868955383439026,0.6948171549784709,-0.22281547576382205,0.14532598279469672,-0.43260178782342873,-0.4298317003542014,-3.4509313085623337,7.739289610102763,8.941041161960719,-3.311628031500249,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9278715058386477,-0.33698309260063897,0.043373450371201064,0.8530581363978855,0.0713006686017926,-1.0136025921452003,-6.50832645683932,-0.5439817148594062,3.1980003485204485,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,69.54423382026849,-49.14359052452443,163.66535756016958,0.0,0.0,0.0,-31.862892431232126,-54.939176316710956,208.00875196383925,-75.25784053633521,73.68224245873273,156.14306196755606,1,0,1,1
1985001000,1984999999,0.6577663816681775,-0.0008740909138573415,0.592294135978437,-0.024020477578602147,-0.02171690497565606,-0.05253744819869922,0.9980937877934835,0.04334943604430333,-0.4036177122476819,-0.28734612528044,0.7146059109672979,-0.19972927031556806,0.1369942547758426,-0.4449460718304903,-0.3637263636763963,-3.4742053204874024,8.093339349318809,9.530258664516017,-3.353681991703305,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9299833463927856,-0.33680657984369367,0.0408503399737973,0.8362278002408396,0.06989394827437787,-1.004524793029827,-6.955942468797696,-0.5813945470724129,4.064238943778474,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,66.29089317486816,-46.36478850971135,153.9987044833997,0.0,0.0,0.0,-30.345253517885595,-52.724961921884244,210.72763933727995,-75.01088294336907,73.86067660258334,160.49271023335217,1,0,1,1
1987501000,1987499999,0.6578733508227586,-0.0018842021971384494,0.591564890094821,-0.02310017975385816,-0.021907291769208796,-0.052397074959646406,0.9981187298104126,0.042220146608290765,-0.40444335315420926,-0.2960599777978758,0.7352920102091006,-0.17515252435532894,0.12855783424805414,-0.45872450120796104,-0.29661942845488376,-3.4967561656710844,8.45717941642151,10.133465782907901,-3.3954229377861758,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9320517123064935,-0.3366337008026675,0.038352631069792156,0.8182784240538978,0.0683936958664306,-0.9932813974263084,-7.40355848075607,-0.6188073792854196,4.930477539036502,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,62.95931640459568,-43.60275808405474,144.44981939268482,0.0,0.0,0.0,-28.779999535800215,-50.45573883970525,213.51567943968288,-74.65039035792987,73.95266003106607,164.89266650960684,1,0,1,1
1990001000,1989999999,0.6579774522022563,-0.002896166830181488,0.590813789861819,-0.022155371031442238,-0.022064417311125913,-0.052267092050594904,0.9981435027648852,0.0410546184171216,-0.40509997472450315,-0.30482930346984394,0.7569000443642723,-0.14905032334572546,0.120017188366812,-0.47393707595583967,-0.22851089468966412,-3.51858384411338,8.83090320094102,10.750614481343227,-3.4371066642304933,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9340738059796968,-0.33646468930776197,0.03588573765040599,0.7992100078370601,0.0667999113779508,-0.9798724053346448,-7.851174492714447,-0.6562202114984266,5.796716134294531,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,59.56514776679106,-40.86433643717065,135.03784847432337,0.0,0.0,0.0,-27.166564204618,-48.13095155650973,216.37271466601237,-74.17317838400933,73.95561191186962,169.34253585583514,1,0,1,1
1992501000,1992499999,0.6580785907280786,-0.0039095591346504244,0.5900406988564405,-0.021184986359917887,-0.022186304457518288,-0.052147645299258694,0.998168115768677,0.03984926610736961,-0.4055850729622045,-0.31365229437949127,0.7794548438457568,-0.12138787608149174,0.11137211816680509,-0.49058379607412617,-0.15940076238073742,-3.5396883558142895,9.214608274452896,11.381654135162435,-3.4790104560739774,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9360468298123206,-0.33629977918917825,0.03345507370685915,0.7790225515903263,0.06511259480893852,-0.9642978167548364,-8.298790504672821,-0.6936330437114333,6.662954729552556,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,56.12403151879394,-38.15636075867515,125.78193791461365,0.0,0.0,0.0,-25.504381243980873,-45.75004455863342,219.29858741123275,-73.57606262559946,73.86695141268271,173.84192333155207,1,0,1,1
1995001000,1994999999,0.6581766623582248,-0.004923947172218342,0.5892454851754875,-0.020187931282338457,-0.02227093143150355,-0.05203888462089634,0.9981925703646195,0.03860050431560902,-0.4058961438709538,-0.32252714260996385,0.8029814879483694,-0.09213052111955082,0.10262170345228973,-0.5086646615628214,-0.08928903152810319,-3.5600697007738127,9.608396122281858,12.02653156565118,-3.521434200152507,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9379679862042901,-0.33613920427711774,0.03106605323037203,0.7577160553136968,0.06333174615939371,-0.9465576316868829,-8.746406516631195,-0.73104587592444,7.5291933248105885,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,52.65161191794425,-35.48566823818422,116.70123389985409,0.0,0.0,0.0,-23.792884373530825,-43.31246233241205,222.29314007030843,-72.85585868669196,73.68409770119402,178.39043399627263,1,0,1,1
1997501000,1997499999,0.6582715540872854,-0.005938892744567397,0.5884280214355542,-0.01916308165350189,-0.022316231933693916,-0.051940965073101836,0.9982168593252158,0.03730474767841363,-0.4060306834543918,-0.33145204024440866,0.8275053142480142,-0.06124373311325741,0.09376424487455831,-0.5281796724219245,-0.01817570213176234,-3.57972787899195,10.01237182694551,12.685191082004346,-3.5647015241580107,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9398344775555307,-0.33598319840178176,0.028724090212164967,0.7352905190071714,0.06145736542931639,-0.9266518501307845,-9.194022528589572,-0.7684587081374468,8.395431920068614,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,49.16353322158173,-32.85909606531408,107.81488261634334,0.0,0.0,0.0,-22.03150731290978,-40.81764936418148,225.35621503820383,-72.00938217127884,73.40446994509239,182.9876729095119,1,0,1,1
2000001000,1999999999,0.6583631439464428,-0.006953951393388863,0.5875881847730262,-0.018109283353029415,-0.02232009526132374,-0.05185404798021876,0.9982409653545732,0.0359584108323574,-0.40598618771615935,-0.34042517936597216,0.8530519271441931,-0.028693129032106676,0.08479720312707789,-0.5491288286514351,0.05393922580828603,-3.5986628904687015,10.426643698498287,13.357574531094226,-3.609160963428742,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9416435062659677,-0.33583199539337166,0.026434598643458304,0.7117459426707498,0.05948945261870654,-0.9045804720865405,-9.641638540547946,-0.8058715403504537,9.261670515326639,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,45.675439687046065,-30.283481429680677,99.14203025037952,0.0,0.0,0.0,-20.21968378175967,-38.26505014027728,228.4876547098832,-71.03344868335185,73.02548731206636,187.63324513078487,1,0,1,1
2002501000,2002499999,0.6584513793849557,-0.007968627971020806,0.5867263764553814,-0.01702605524832284,-0.022281210252097894,-0.05177815452714112,0.9982648365169167,0.03465210893133904,-0.405707219759147,-0.34882247791321935,0.8778500875206025,0.003626827425317919,0.07606546721828825,-0.49594144658734274,0.16879322985351464,-3.121109260359079,9.416115979284266,12.501449747643703,-3.3770660649418645,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9433922747355261,-0.33568582908208866,0.02420299251547249,0.6870823263044326,0.057428007727564206,-0.880343497554152,-10.08925455250632,-0.8432843725634604,10.127909110584671,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,42.20297557167717,-27.765661520900153,90.7018229882612,0.0,0.0,0.0,-18.356847499722477,-35.65410914703537,231.68730148031102,-69.92487382690297,72.54456896980483,192.32675571960658,1,0,1,1
2005001000,2004999999,0.6585365151089871,-0.008982250973442733,0.5858450551834792,-0.01591568392258858,-0.022201590388596086,-0.0517127245887386,0.9982883223323322,0.03347855981009619,-0.4051444311193492,-0.3560403921979755,0.9001535568858113,0.0338295038427192,0.06790792802124265,-0.4429266075839042,0.280995771601783,-2.6551554748864703,8.430849002436684,11.663785023769492,-3.149707461545473,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9450779853641313,-0.33554493329813423,0.0220346858194278,0.6612996699082194,0.05527303075588935,-0.853940926533618,-10.536870564464698,-0.8806972047764672,10.994147705842696,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,38.761785132814936,-25.312473528588598,82.51340701628692,0.0,0.0,0.0,-16.442432186440215,-32.98427087079142,234.95499774445156,-68.68047320592399,71.95913408599642,197.06780973549206,1,0,1,1
2007501000,2007499999,0.6586188824518552,-0.009994119133262092,0.5849471331482732,-0.014781088254894638,-0.02208403083213439,-0.05165706023960604,0.9983112556410491,0.032437332107534814,-0.4043044504530527,-0.36210792182485396,0.9200251844031072,0.06196129820121635,0.06031343432091601,-0.3900843116421674,0.39054685105251835,-2.2008015340569056,7.470605159143311,10.844774236910757,-2.9265459839730794,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9466978405517089,-0.3354095418717096,0.01993509254654459,0.6343979734821104,0.05302452170368198,-0.8253727590249396,-10.984486576423071,-0.9181100369894739,11.860386301100721,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,35.36751262779896,-22.930754642362047,74.59592852075485,0.0,0.0,0.0,-14.475871561554698,-30.254979797881106,238.29058589726932,-67.29706242440679,71.26660182832993,201.85601223795626,1,0,1,1
2010001000,2009999999,0.658698811677909,-0.011003547756232324,0.5840354500618936,-0.013625113161890103,-0.02193126259777316,-0.05161047224103712,0.9983334789373991,0.03152799446600065,-0.4031939064160013,-0.36705406640546234,0.9375272588007033,0.08806906091606126,0.0532720912346765,-0.33741455876213217,0.4974464682057207,-1.758047437870384,6.535173505724932,10.044585716301365,-2.7071150233028485,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9482490426981837,-0.3352798886330163,0.0179096266880433,0.6063772370261051,0.05068248057094209,-0.7946389950281159,-11.432102588381445,-0.9555228692024809,12.726624896358754,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,32.03580231396916,-20.627342051836607,66.9685336879636,0.0,0.0,0.0,-12.456599344708053,-27.465680414640275,241.69390833372867,-65.77145708634322,70.46439136449399,206.69096828651428,1,0,1,1
2012501000,2012499999,0.6587766319731045,-0.012009868719746212,0.5831127731374414,-0.012450530235773919,-0.02174595218233812,-0.051572278898306616,0.9983548456885292,0.03075011552783944,-0.4018194276639388,-0.3709078255514083,0.9527215734668222,0.11220003289297203,0.046775084131454286,-0.2849173489437988,0.6016946230613901,-1.3268931863269062,5.624368496859085,9.263363777524537,-2.4910162892206693,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9497287942034811,-0.3351562074122554,0.015963702235144206,0.577237460540204,0.04824690735766968,-0.7617396345431469,-11.879718600339823,-0.9929357014154876,13.592863491616779,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,28.7822984486653,-18.40907294662837,59.65036870421153,0.0,0.0,0.0,-10.384049255542067,-24.61581720740466,245.16480744879385,-64.10047279572518,69.54992186217743,211.57228294068113,1,0,1,1
2015001000,2014999999,0.658852671445003,-0.013012430472835916,0.582181797088989,-0.011260038299096681,-0.0215307012477229,-0.05154180511955232,0.9983752214304511,0.030103263935396935,-0.400187642852609,-0.3736981988742992,0.965669488293819,0.13440178737092015,0.040814513025514546,-0.23259268218716703,0.7032913156195264,-0.9073387794264723,4.738028655073779,8.501230217494482,-2.2779156755945373,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9511342974675265,-0.3350387320396283,0.014102733179067739,0.5469786440244073,0.04571780206386476,-0.7266746775700335,-12.327334612298197,-1.0303485336284943,14.459102086874804,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,25.622645289227194,-16.282784516353303,52.66057975579713,0.0,0.0,0.0,-8.257655013698866,-21.704834662509995,248.7031256374294,-62.28092515654458,68.52061248906892,216.49956125997187,1,0,1,1
2017501000,2017499999,0.6589272571227716,-0.014010598036172947,0.5812451441315795,-0.010056263879013592,-0.021288046354019936,-0.051518381663560146,0.9983944846552351,0.029587008331018873,-0.39830518063775583,-0.37545418598574304,0.9764319881349941,0.15472217545346978,0.03538323717314995,-0.18044055849223703,0.8022365458801297,-0.4993842171690816,3.8760151942022203,7.758285770403949,-2.0675392323994433,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9524627548902448,-0.3349276963453366,0.01233213351103428,0.5156007874787145,0.0430951646895273,-0.6894441241087743,-12.77495062425657,-1.067761365841501,15.325340682132836,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,22.572487092994606,-14.255313950627624,46.01831302901877,0.0,0.0,0.0,-6.076850338820208,-18.732177266291956,252.3087052945994,-60.30962977279319,67.3738824128572,221.4724083039014,1,0,1,1
2020001000,2019999999,0.6590007149571835,-0.015003753002068174,0.580305363981227,-0.008841761606452607,-0.02102045873986292,-0.05150134456430272,0.9984125275025997,0.029200917357051014,-0.39617866967512305,-0.3762047864973472,0.9850697377792441,0.17320927523174162,0.03047472960763025,-0.12846097785900867,0.8985303138432001,-0.10302949955473456,3.038210612708757,7.034611525163955,-1.8596692430323274,0.9498084847970605,0.21399880868372637,1.0186052562529741e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.9537113688715617,-0.33482333415958115,0.010657317222264096,0.4831038909031258,0.040378995234657364,-0.6500479741593708,-13.222566636214948,-1.105174198054508,16.19157927739086,0.334332832616226,0.30499458531902196,-2.0533177320841573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.4039441928331814,-0.27669476247614844,-3.943443693369924e-11,0.0,0.0,0.0,0.0,0.0,0.0,19.647468117307483,-12.333498439067341,39.74271471017505,0.0,0.0,0.0,-3.841068950548191,-15.697289505086417,255.9813888152687,-58.18340224846287,66.10715080123097,226.4904291319849,1,0,1,1
